"","...1","Date","Competition","...4","VT","UB","BB","FX","AA","Full_Name","Nation","Birthdate","comp_year","Comp_Year","Age"
"14235",14235,"Mar 8-10","International Gymnix","EF",NA,NA,11.166,NA,NA,"Serita Mikako","Japan",2003-07-11,NA,2020,20
"14236",14236,"Mar 8-10","International Gymnix","AA",12.833,12.766,12.533,12.433,50.565,"Serita Mikako","Japan",2003-07-11,NA,2020,20
"14237",14237,"Nov 24-25","All-Japan Team Championships","AA",NA,12.633,NA,NA,NA,"Serita Mikako","Japan",2003-07-11,NA,2019,20
"14238",14238,"Apr 27-29","All-Japan Championships","QF",13.2,11.366,11.033,11.2,46.799,"Serita Mikako","Japan",2003-07-11,NA,2019,20
"14239",14239,"Apr 7-9","All-Japan Championships","QF",13.15,12.05,12.05,10.9,48.15,"Serita Mikako","Japan",2003-07-11,NA,2018,20
"14240",14240,"Mar 10-12","International Gymnix","EF",13.013,12.4,NA,NA,NA,"Serita Mikako","Japan",2003-07-11,NA,2018,20
"14241",14241,"Mar 10-12","International Gymnix","AA",13.334,12.6,12.1,12.6,50.634,"Serita Mikako","Japan",2003-07-11,NA,2018,20
"14242",14242,"Dec 10-13","All-Japan Championships","AA",14.366,13.6,13.233,12.866,54.065,"Soma Ui","Japan (formerly United States)",2005-02-28,NA,2021,18
"14243",14243,"Dec 10-13","All-Japan Championships","QF",14.533,12.966,13,12.933,53.432,"Soma Ui","Japan (formerly United States)",2005-02-28,NA,2021,18
"14244",14244,"Jan 24-26","Metroplex National Qualifier","AA",13.4,12.4,13.7,12.8,52.3,"Soma Ui","Japan (formerly United States)",2005-02-28,NA,2021,18
"14245",14245,"7-Jul","American Classic","AA",13.5,13.25,12.6,13.15,52.5,"Soma Ui","Japan (formerly United States)",2005-02-28,NA,2020,18
"14246",14246,"May 24-26","Auburn National Qualifier","AA",13.7,13.15,14.5,12.35,53.7,"Soma Ui","Japan (formerly United States)",2005-02-28,NA,2020,18
"14247",14247,"Jan 26-28","Desert Lights National Qualifier","AA",12.85,12.05,12.6,12.2,49.7,"Soma Ui","Japan (formerly United States)",2005-02-28,NA,2020,18
"14248",14248,"28-Jul","Hopes Championships","AA",12.35,12.65,13.35,12.85,51.2,"Soma Ui","Japan (formerly United States)",2005-02-28,NA,2018,18
"14249",14249,"7-Jul","Hopes Classic","AA",12.1,12.6,13.1,12.7,50.5,"Soma Ui","Japan (formerly United States)",2005-02-28,NA,2018,18
"14250",14250,"May 25-26","Parkettes National Qualifier","AA",12.15,12.85,12.05,12.5,49.55,"Soma Ui","Japan (formerly United States)",2005-02-28,NA,2018,18
"14251",14251,"Apr 21-24","All-Japan Championships","AA",13.066,12.1,11.866,12,49.032,"Sonezaki Shizuku","Japan",2004-08-20,NA,2023,19
"14252",14252,"Jun 5-6","All-Japan Event Championships","EF",13.85,NA,NA,NA,NA,"Sonezaki Shizuku","Japan",2004-08-20,NA,2022,19
"14253",14253,"Jun 5-6","All-Japan Event Championships","QF",13.666,NA,NA,NA,NA,"Sonezaki Shizuku","Japan",2004-08-20,NA,2022,19
"14254",14254,"May 15-16","NHK Trophy","AA",14.166,12.766,12.166,12.266,51.364,"Sonezaki Shizuku","Japan",2004-08-20,NA,2022,19
"14255",14255,"Apr 15-18","All-Japan Championships","AA",14.233,11.966,11.666,12.366,50.231,"Sonezaki Shizuku","Japan",2004-08-20,NA,2022,19
"14256",14256,"Apr 15-18","All-Japan Championships","QF",14.4,11.833,12.5,12.266,50.999,"Sonezaki Shizuku","Japan",2004-08-20,NA,2022,19
"14257",14257,"Dec 10-13","All-Japan Championships","AA",13,12.4,11.733,12.1,49.233,"Sonezaki Shizuku","Japan",2004-08-20,NA,2021,19
"14258",14258,"Dec 10-13","All-Japan Championships","QF",14.666,12.733,12.066,12.466,51.931,"Sonezaki Shizuku","Japan",2004-08-20,NA,2021,19
"14259",14259,"Sep 20-22","All-Japan Senior Championships","AA",14.166,11.133,11.133,12.366,48.798,"Sonezaki Shizuku","Japan",2004-08-20,NA,2021,19
"14260",14260,"Nov 9-10","All-Japan Team Championships","AA",NA,12.5,NA,NA,NA,"Sonezaki Shizuku","Japan",2004-08-20,NA,2020,19
"14261",14261,"Aug 12-17","All-Japan Junior Championships","AA",13.333,12.7,12.366,12.266,50.665,"Sonezaki Shizuku","Japan",2004-08-20,NA,2020,19
"14262",14262,"Jun 21-23","All-Japan Event Championships","AA",NA,NA,NA,11.966,NA,"Sonezaki Shizuku","Japan",2004-08-20,NA,2020,19
"14263",14263,"Apr 26-28","All-Japan Championships","AA",13.266,12.033,11.333,12.533,49.165,"Sonezaki Shizuku","Japan",2004-08-20,NA,2020,19
"14264",14264,"Mar 8-10","International Gymnix","EF",12.617,NA,NA,11.033,NA,"Sonezaki Shizuku","Japan",2004-08-20,NA,2020,19
"14265",14265,"Mar 8-10","International Gymnix","AA",13.433,12.4,10.433,12.333,48.599,"Sonezaki Shizuku","Japan",2004-08-20,NA,2020,19
"14266",14266,"Jun 18-19","All-Japan Event Championships","EF",NA,NA,NA,13.466,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2023,24
"14267",14267,"Jun 18-19","All-Japan Event Championships","QF",NA,NA,12.033,13.7,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2023,24
"14268",14268,"Jul 23-Aug 8","Olympic Games","TF",14.183,13.333,NA,13.2,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2022,24
"14269",14269,"Jul 23-Aug 8","Olympic Games","QF",14.266,13.366,11.566,13.333,52.531,"Sugihara Aiko","Japan",1999-09-19,NA,2022,24
"14270",14270,"Jun 5-6","All-Japan Event Championships","EF",NA,NA,13.1,13.833,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2022,24
"14271",14271,"Jun 5-6","All-Japan Event Championships","QF",NA,NA,13.133,13.466,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2022,24
"14272",14272,"May 15-16","NHK Trophy","AA",14.433,13.166,12.833,13.266,53.698,"Sugihara Aiko","Japan",1999-09-19,NA,2022,24
"14273",14273,"Apr 15-18","All-Japan Championships","AA",14.7,12.9,13.933,13.533,55.066,"Sugihara Aiko","Japan",1999-09-19,NA,2022,24
"14274",14274,"Apr 15-18","All-Japan Championships","QF",14.666,12.1,13.333,13.333,53.432,"Sugihara Aiko","Japan",1999-09-19,NA,2022,24
"14275",14275,"Dec 10-13","All-Japan Championships","AA",14.3,13.066,12.466,13.1,52.932,"Sugihara Aiko","Japan",1999-09-19,NA,2021,24
"14276",14276,"Dec 10-13","All-Japan Championships","QF",14.3,13.1,13.533,11.733,52.666,"Sugihara Aiko","Japan",1999-09-19,NA,2021,24
"14277",14277,"Oct 19-23","All-Japan Student Championships","AA",14.566,13.433,12.5,13.733,54.232,"Sugihara Aiko","Japan",1999-09-19,NA,2021,24
"14278",14278,"Dec 14-15","Toyota International","EF",NA,NA,12.3,NA,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14279",14279,"Oct 4-13","World Championships","QF",14.033,13.266,NA,NA,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14280",14280,"Aug 20-22","All-Japan Student Championships","AA",14.2,13.5,13.766,12.666,54.132,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14281",14281,"Jul 3-7","Summer Universiade","EF",NA,NA,12.55,13,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14282",14282,"Jul 3-7","Summer Universiade","AA",14,12.65,12.6,13.2,52.45,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14283",14283,"Jul 3-7","Summer Universiade","QF",14.1,12.45,12.85,13.25,52.65,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14284",14284,"Jun 21-23","All-Japan Event Championships","EF",NA,NA,12.733,13.4,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14285",14285,"Jun 21-23","All-Japan Event Championships","QF",NA,10.5,13.8,12.9,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14286",14286,"May 18-19","NHK Trophy","AA",14.1,13.166,13.333,12.766,53.365,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14287",14287,"Apr 26-28","All-Japan Championships","AA",14.166,13.266,11.366,13.2,51.998,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14288",14288,"Apr 26-28","All-Japan Championships","QF",14.2,13.033,13.133,13.3,53.666,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14289",14289,"7-Apr","Tokyo World Cup","AA",14.1,12.866,13,12,51.966,"Sugihara Aiko","Japan",1999-09-19,NA,2020,24
"14290",14290,"Dec 8-9","Toyota International","EF",NA,NA,NA,12.366,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2019,24
"14291",14291,"May 19-20","NHK Trophy","AA",14.1,12.2,12.166,13.3,51.766,"Sugihara Aiko","Japan",1999-09-19,NA,2019,24
"14292",14292,"Apr 27-29","All-Japan Championships","AA",14.066,12.466,12.2,13.733,52.465,"Sugihara Aiko","Japan",1999-09-19,NA,2019,24
"14293",14293,"Apr 27-29","All-Japan Championships","QF",14.066,12.6,13.233,13.666,53.565,"Sugihara Aiko","Japan",1999-09-19,NA,2019,24
"14294",14294,"14-Apr","Tokyo World Cup","AA",14,13.5,11.233,13.2,51.933,"Sugihara Aiko","Japan",1999-09-19,NA,2019,24
"14295",14295,"Dec 9-10","Toyota International","EF",NA,NA,12.366,13.266,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2018,24
"14296",14296,"Nov 25-26","All-Japan Team Championships","AA",14.2,12.7,14,13.3,54.2,"Sugihara Aiko","Japan",1999-09-19,NA,2018,24
"14297",14297,"Oct 2-8","World Championships","AA",14.033,13.533,12.566,13.833,53.965,"Sugihara Aiko","Japan",1999-09-19,NA,2018,24
"14298",14298,"Oct 2-8","World Championships","QF",14.066,13.3,12.466,13.433,53.265,"Sugihara Aiko","Japan",1999-09-19,NA,2018,24
"14299",14299,"Jun 24-25","All-Japan Event Championships","EF",NA,13.4,NA,13.25,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2018,24
"14300",14300,"Jun 24-25","All-Japan Event Championships","QF",NA,13.45,12.9,13.4,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2018,24
"14301",14301,"May 20-21","NHK Trophy","AA",14.15,13.25,13.55,13.15,54.1,"Sugihara Aiko","Japan",1999-09-19,NA,2018,24
"14302",14302,"Apr 7-9","All-Japan Championships","AA",14.2,13.55,13.15,13.55,54.45,"Sugihara Aiko","Japan",1999-09-19,NA,2018,24
"14303",14303,"Apr 7-9","All-Japan Championships","QF",14.2,13.6,12.2,13.1,53.1,"Sugihara Aiko","Japan",1999-09-19,NA,2018,24
"14304",14304,"Dec 10-11","Toyota International","EF",NA,13.9,13.2,14.266,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2017,24
"14305",14305,"Nov 11-13","All-Japan Team Championships","AA",14.7,14.35,NA,14.35,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2017,24
"14306",14306,"Oct 14-15","All-Japan Senior Championships","AA",14.6,14.4,14.1,14.6,57.7,"Sugihara Aiko","Japan",1999-09-19,NA,2017,24
"14307",14307,"Aug 5-21","Olympic Games","TF",NA,14.6,14.3,14.1,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2017,24
"14308",14308,"Aug 5-21","Olympic Games","QF",14.3,14.4,14.133,14.033,56.866,"Sugihara Aiko","Japan",1999-09-19,NA,2017,24
"14309",14309,"Jun 4-5","All-Japan Event Championships","EF",NA,14,10.65,14.3,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2017,24
"14310",14310,"Jun 4-5","All-Japan Event Championships","QF",NA,13.75,13.4,14,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2017,24
"14311",14311,"4-May","NHK Trophy","AA",14.4,14.15,13.75,14.05,56.35,"Sugihara Aiko","Japan",1999-09-19,NA,2017,24
"14312",14312,"Apr 1-3","All-Japan Championships","AA",14,12.5,13.8,14.05,56,"Sugihara Aiko","Japan",1999-09-19,NA,2017,24
"14313",14313,"Apr 1-3","All-Japan Championships","QF",14.5,14.5,13.4,14.1,56.5,"Sugihara Aiko","Japan",1999-09-19,NA,2017,24
"14314",14314,"Oct 23-Nov 1","World Championships","TF",NA,14.233,NA,NA,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2016,24
"14315",14315,"Oct 23-Nov 1","World Championships","QF",NA,13.966,12.8,NA,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2016,24
"14316",14316,"Jul 31-Aug 2","Asian Championships","EF",NA,14.675,NA,14.35,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2016,24
"14317",14317,"Jul 31-Aug 2","Asian Championships","AA",14.25,14.85,14.65,14.3,58.05,"Sugihara Aiko","Japan",1999-09-19,NA,2016,24
"14318",14318,"Jun 20-21","All-Japan Event Championships","EF",NA,12.95,13.9,14.2,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2016,24
"14319",14319,"Jun 20-21","All-Japan Event Championships","QF",NA,14.05,14.25,14.4,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2016,24
"14320",14320,"17-May","NHK Trophy","AA",14.15,14.35,14.4,14.35,57.25,"Sugihara Aiko","Japan",1999-09-19,NA,2016,24
"14321",14321,"Apr 24-26","All-Japan Championships","AA",13.85,14.55,14,14.45,56.85,"Sugihara Aiko","Japan",1999-09-19,NA,2016,24
"14322",14322,"Apr 24-26","All-Japan Championships","QF",14.05,13.7,14.3,14.55,56.6,"Sugihara Aiko","Japan",1999-09-19,NA,2016,24
"14323",14323,"Jun 7-8","NHK Trophy","AA",13.6,12.6,12.65,13.25,52.1,"Sugihara Aiko","Japan",1999-09-19,NA,2015,24
"14324",14324,"May 9-11","All-Japan Championships","AA",13.1,12,12.1,13.55,50.75,"Sugihara Aiko","Japan",1999-09-19,NA,2015,24
"14325",14325,"May 9-11","All-Japan Championships","QF",13.55,12.4,13,13.45,52.4,"Sugihara Aiko","Japan",1999-09-19,NA,2015,24
"14326",14326,"Sep 22-23","Junior Japan International","EF",12.775,NA,NA,13.375,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2014,24
"14327",14327,"Sep 22-23","Junior Japan International","AA",14.4,12.45,12.15,14.05,53.05,"Sugihara Aiko","Japan",1999-09-19,NA,2014,24
"14328",14328,"Jun 29-30","All-Japan Event Championships","EF",13.575,NA,NA,12.1,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2014,24
"14329",14329,"Jun 29-30","All-Japan Event Championships","QF",NA,NA,12.55,13.2,NA,"Sugihara Aiko","Japan",1999-09-19,NA,2014,24
"14330",14330,"Jun 8-9","NHK Trophy","AA",13.85,12.4,12.2,12.3,50.75,"Sugihara Aiko","Japan",1999-09-19,NA,2014,24
"14331",14331,"May 11-12","All-Japan Championships","AA",14,13.15,12.55,13.45,53.15,"Sugihara Aiko","Japan",1999-09-19,NA,2014,24
"14332",14332,"Mar 23-24","City of Jesolo Trophy","AA",13.6,11.05,13,13.5,51.15,"Sugihara Aiko","Japan",1999-09-19,NA,2014,24
"14333",14333,"Jun 18-19","All-Japan Event Championships","EF",NA,10.766,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2023,25
"14334",14334,"Jun 18-19","All-Japan Event Championships","QF",NA,13.6,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2023,25
"14335",14335,"May 14-15","NHK Trophy","AA",NA,13.566,12.1,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2023,25
"14336",14336,"Apr 21-24","All-Japan Championships","AA",12.866,12.366,12.3,12.333,49.865,"Uchiyama Yuki","Japan",1998-01-12,NA,2023,25
"14337",14337,"Apr 21-24","All-Japan Championships","QF",12.9,12.366,12.5,12.033,49.799,"Uchiyama Yuki","Japan",1998-01-12,NA,2023,25
"14338",14338,"Sep 23-26","All-Japan Senior Championships","AA",13.433,12.366,12.666,12.333,50.798,"Uchiyama Yuki","Japan",1998-01-12,NA,2022,25
"14339",14339,"May 15-16","NHK Trophy","AA",13.733,13.666,11.966,12.466,51.831,"Uchiyama Yuki","Japan",1998-01-12,NA,2022,25
"14340",14340,"Apr 15-18","All-Japan Championships","AA",13.7,12.333,12.466,12.533,51.032,"Uchiyama Yuki","Japan",1998-01-12,NA,2022,25
"14341",14341,"Apr 15-18","All-Japan Championships","QF",13.366,12.133,12.7,12.8,50.999,"Uchiyama Yuki","Japan",1998-01-12,NA,2022,25
"14342",14342,"Dec 10-13","All-Japan Championships","QF",13.633,12.9,12.4,12,50.933,"Uchiyama Yuki","Japan",1998-01-12,NA,2021,25
"14343",14343,"Oct 19-23","All-Japan Student Championships","AA",13.533,14.1,12.1,13.166,52.899,"Uchiyama Yuki","Japan",1998-01-12,NA,2021,25
"14344",14344,"Aug 20-22","All-Japan Student Championships","EF",13.633,14.4,12.933,12.7,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2020,25
"14345",14345,"Aug 20-22","All-Japan Student Championships","AA",13.5,14.266,13.5,12.966,54.232,"Uchiyama Yuki","Japan",1998-01-12,NA,2020,25
"14346",14346,"Jun 21-23","All-Japan Event Championships","EF",NA,12.266,11.933,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2020,25
"14347",14347,"Jun 21-23","All-Japan Event Championships","QF",NA,13.766,13.166,12.633,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2020,25
"14348",14348,"Apr 26-28","All-Japan Championships","QF",13.433,11.233,11.7,13.1,49.466,"Uchiyama Yuki","Japan",1998-01-12,NA,2020,25
"14349",14349,"Nov 22-25","Cottbus World Cup","QF",NA,13.6,11.433,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14350",14350,"Aug 20-24","Asian Games","EF",NA,13.85,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14351",14351,"Aug 20-24","Asian Games","TF",13.5,12.55,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14352",14352,"Aug 20-24","Asian Games","QF",13.4,13.7,11.35,11.1,49.55,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14353",14353,"Jun 30-Jul 1","All-Japan Event Championships","QF",NA,11.633,11.433,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14354",14354,"May 19-20","NHK Trophy","AA",13.166,13.766,12.233,11.866,51.031,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14355",14355,"Apr 27-29","All-Japan Championships","AA",13.3,14,12.333,11.666,51.299,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14356",14356,"Apr 27-29","All-Japan Championships","QF",13.366,14.133,11.433,12.833,51.765,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14357",14357,"Mar 21-24","Doha World Cup","EF",NA,NA,13.366,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14358",14358,"Mar 21-24","Doha World Cup","QF",NA,12.033,13.166,11.9,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14359",14359,"Mar 16-18","DTB Pokal Team Challenge","AA",13.25,12.85,11.2,12.7,50,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14360",14360,"Mar 16-18","DTB Pokal Team Challenge","TF",13.233,11.666,10.633,12.466,47.998,"Uchiyama Yuki","Japan",1998-01-12,NA,2019,25
"14361",14361,"Aug 19-29","Summer Universiade","EF",NA,13.833,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2018,25
"14362",14362,"Aug 19-29","Summer Universiade","QF",13.45,13.7,NA,12.8,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2018,25
"14363",14363,"Aug 8-10","All-Japan Student Championships","EF",13.7,14,11.5,12.9,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2018,25
"14364",14364,"Aug 8-10","All-Japan Student Championships","AA",13.45,13.9,13.35,13.15,53.85,"Uchiyama Yuki","Japan",1998-01-12,NA,2018,25
"14365",14365,"Jun 24-25","All-Japan Event Championships","EF",NA,12.7,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2018,25
"14366",14366,"Jun 24-25","All-Japan Event Championships","QF",NA,13.75,12.5,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2018,25
"14367",14367,"May 20-21","NHK Trophy","AA",13.4,12.75,12.25,12.55,50.95,"Uchiyama Yuki","Japan",1998-01-12,NA,2018,25
"14368",14368,"Apr 7-9","All-Japan Championships","AA",13.7,13.45,12.05,13,52.2,"Uchiyama Yuki","Japan",1998-01-12,NA,2018,25
"14369",14369,"Apr 7-9","All-Japan Championships","QF",13.7,13.95,11.75,13.05,52.45,"Uchiyama Yuki","Japan",1998-01-12,NA,2018,25
"14370",14370,"Aug 5-21","Olympic Games","TF",NA,15,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2017,25
"14371",14371,"Aug 5-21","Olympic Games","QF",NA,14.8,13.733,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2017,25
"14372",14372,"Jun 4-5","All-Japan Event Championships","EF",NA,12.25,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2017,25
"14373",14373,"Jun 4-5","All-Japan Event Championships","QF",NA,14,12.45,13,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2017,25
"14374",14374,"4-May","NHK Trophy","AA",14.3,14.35,12.8,13.7,55.15,"Uchiyama Yuki","Japan",1998-01-12,NA,2017,25
"14375",14375,"Apr 1-3","All-Japan Championships","AA",14,14.3,13.5,13.1,54.9,"Uchiyama Yuki","Japan",1998-01-12,NA,2017,25
"14376",14376,"Apr 1-3","All-Japan Championships","QF",14,13.05,12.9,13.5,53.45,"Uchiyama Yuki","Japan",1998-01-12,NA,2017,25
"14377",14377,"Nov 8","Swiss Cup","AA",NA,13.5,12.15,13.55,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2016,25
"14378",14378,"4-Nov","Arthur Gander Memorial","AA",13.65,12.6,NA,13.25,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2016,25
"14379",14379,"Jul 31-Aug 2","Asian Championships","EF",NA,14.35,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2016,25
"14380",14380,"Jul 31-Aug 2","Asian Championships","AA",13.9,15,14.45,14,57.35,"Uchiyama Yuki","Japan",1998-01-12,NA,2016,25
"14381",14381,"Jun 20-21","All-Japan Event Championships","EF",NA,NA,13.65,14.2,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2016,25
"14382",14382,"Jun 20-21","All-Japan Event Championships","QF",NA,13.15,14.35,14.1,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2016,25
"14383",14383,"17-May","NHK Cup","AA",13.85,13.75,12.9,14,54.5,"Uchiyama Yuki","Japan",1998-01-12,NA,2016,25
"14384",14384,"Apr 24-26","All-Japan Championships","AA",13.85,15.3,14.05,14.1,57.3,"Uchiyama Yuki","Japan",1998-01-12,NA,2016,25
"14385",14385,"Apr 24-26","All-Japan Championships","QF",13.85,15.4,13,14.15,56.4,"Uchiyama Yuki","Japan",1998-01-12,NA,2016,25
"14386",14386,"Jun 4-5","All-Japan Event Championships","EF",NA,13.75,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2015,25
"14387",14387,"Jun 4-5","All-Japan Event Championships","QF",NA,13.55,NA,12.75,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2015,25
"14388",14388,"Mar 22-23","City of Jesolo Trophy","EF",NA,13.167,13.4,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2015,25
"14389",14389,"Mar 22-23","City of Jesolo Trophy","AA",14,14.1,13.55,13.35,55,"Uchiyama Yuki","Japan",1998-01-12,NA,2015,25
"14390",14390,"Dec 14-15","Toyota International","EF",NA,NA,11.5,13.35,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2014,25
"14391",14391,"Jun 29-30","All-Japan Event Championships","EF",NA,13.8,NA,13.75,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2014,25
"14392",14392,"Jun 29-30","All-Japan Event Championships","QF",NA,14.05,11.7,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2014,25
"14393",14393,"Jun 8-9","NHK Trophy","AA",14.25,12.35,11.7,13.6,51.9,"Uchiyama Yuki","Japan",1998-01-12,NA,2014,25
"14394",14394,"May 11-12","All-Japan Championships","AA",13.85,14.15,12.55,13.85,54.4,"Uchiyama Yuki","Japan",1998-01-12,NA,2014,25
"14395",14395,"Mar 23-24","City of Jesolo Trophy","EF",NA,13.9,NA,NA,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2014,25
"14396",14396,"Mar 23-24","City of Jesolo Trophy","AA",12.95,14,12.85,13.4,53.2,"Uchiyama Yuki","Japan",1998-01-12,NA,2014,25
"14397",14397,"Mar 7-10","International Gymnix","EF",NA,13.9,NA,13.6,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2014,25
"14398",14398,"Mar 7-10","International Gymnix","AA",14.2,13.633,12.3,12.866,52.999,"Uchiyama Yuki","Japan",1998-01-12,NA,2014,25
"14399",14399,"8-Apr","All-Japan Championships","AA",13.45,13.15,12.45,14.15,53.2,"Uchiyama Yuki","Japan",1998-01-12,NA,2013,25
"14400",14400,"Mar 16-18","Pacific Rim Championships","EF",13.525,NA,12.575,13.9,NA,"Uchiyama Yuki","Japan",1998-01-12,NA,2013,25
