Date,Competition,,VT,UB,BB,FX,AA,Full_Name,Nation,Birthdate,comp_year,Comp_Year
Apr 8-10,Pacific Rim Championships,EF,,13.85,,,,Hanashima Natsumi,Japan,7-Feb-01,,2017
Apr 8-10,Pacific Rim Championships,AA,13.8,13.85,12.55,13.3,53.5,Hanashima Natsumi,Japan,7-Feb-01,,2017
Apr 1-3,All-Japan Championships,QF,14,13.25,12.2,12.1,51.55,Hanashima Natsumi,Japan,7-Feb-01,,2017
Dec 14-16,Voronin Cup,EF,14.250*,13.666,13.5,13.266,,Hanashima Natsumi,Japan,7-Feb-01,,2016
Dec 14-16,Voronin Cup,AA,13.9,13.9,14.1,13.4,55.3,Hanashima Natsumi,Japan,7-Feb-01,,2016
Sep 22-23,Junior Japan International,EF,,13.8,,,,Hanashima Natsumi,Japan,7-Feb-01,,2016
Sep 22-23,Junior Japan International,AA,14.1,13.8,12.6,13.1,53.6,Hanashima Natsumi,Japan,7-Feb-01,,2016
Apr 24-26,All-Japan Championships,QF,13.5,12.5,13.35,11.65,51,Hanashima Natsumi,Japan,7-Feb-01,,2016
Nov 1-2,All-Japan Team Championships,TF,13.65,12.9,12.6,13.2,52.35,Hanashima Natsumi,Japan,7-Feb-01,,2015
Nov 1-2,All-Japan Team Championships,QF,13.85,12.95,12.7,12.65,52.15,Hanashima Natsumi,Japan,7-Feb-01,,2015
Dec 11-12,All-Japan Team Championships,AA,,10.733,11.8,12.566,,Hanawa Soyoka,Japan,27-Aug-02,,2022
Jun 5-6,All-Japan Event Championships,QF,,,,12.5,,Hanawa Soyoka,Japan,27-Aug-02,,2022
Apr 15-18,All-Japan Championships,QF,13.3,10.7,12.766,12.3,49.066,Hanawa Soyoka,Japan,27-Aug-02,,2022
Dec 10-13,All-Japan Championships,QF,14.066,10.966,12.833,13.166,51.031,Hanawa Soyoka,Japan,27-Aug-02,,2021
Sep 20-22,All-Japan Senior Championships,AA,14.4,13.5,12.433,13,53.333,Hanawa Soyoka,Japan,27-Aug-02,,2021
Jan 31-Feb 2,WOGA Classic,AA,13.45,12.75,12.55,13.65,52.4,Hanawa Soyoka,Japan,27-Aug-02,,2021
Nov 9-10,All-Japan Team Championships,AA,14.366,12.766,13.133,12.8,53.065,Hanawa Soyoka,Japan,27-Aug-02,,2020
Aug 12-17,All-Japan Junior Championships,AA,14.633,12.966,13.566,13.4,54.565,Hanawa Soyoka,Japan,27-Aug-02,,2020
Jun 21-23,All-Japan Event Championships,EF,,,,12.666,,Hanawa Soyoka,Japan,27-Aug-02,,2020
Jun 21-23,All-Japan Event Championships,QF,13.133*,11.733,,12.9,,Hanawa Soyoka,Japan,27-Aug-02,,2020
Apr 26-28,All-Japan Championships,QF,13.366,11.6,13.033,12.633,50.632,Hanawa Soyoka,Japan,27-Aug-02,,2020
Mar 20-23,Doha World Cup,EF,,,11.466,,,Hanawa Soyoka,Japan,27-Aug-02,,2020
Mar 20-23,Doha World Cup,QF,13.250*,12.133,12.7,12.266,,Hanawa Soyoka,Japan,27-Aug-02,,2020
Nov 24-25,All-Japan Team Championships,AA,,,13.166,,,Hanawa Soyoka,Japan,27-Aug-02,,2019
Aug 20-24,Asian Games,EF,,,,12.375,,Hanawa Soyoka,Japan,27-Aug-02,,2019
Aug 20-24,Asian Games,TF,13.6,,13.45,12.7,,Hanawa Soyoka,Japan,27-Aug-02,,2019
Aug 20-24,Asian Games,QF,12.7,,11.1,12.6,,Hanawa Soyoka,Japan,27-Aug-02,,2019
Jun 30-Jul 1,All-Japan Event Championships,QF,13.466*,,12.3,,,Hanawa Soyoka,Japan,27-Aug-02,,2019
May 19-20,NHK Trophy,AA,13.866,11.833,12.933,12.133,50.765,Hanawa Soyoka,Japan,27-Aug-02,,2019
Apr 27-29,All-Japan Championships,AA,14.2,10.366,12.4,12.333,49.299,Hanawa Soyoka,Japan,27-Aug-02,,2019
Apr 27-29,All-Japan Championships,QF,13.1,11.9,13.133,12.5,50.633,Hanawa Soyoka,Japan,27-Aug-02,,2019
Nov 25-26,All-Japan Team Championships,AA,13.2,11.85,13.35,,,Hanawa Soyoka,Japan,27-Aug-02,,2018
Sep 17-18,Junior Japan International,EF,13.066*,,,,,Hanawa Soyoka,Japan,27-Aug-02,,2018
Sep 17-18,Junior Japan International,AA,13.4,12.2,12.25,12.4,50.25,Hanawa Soyoka,Japan,27-Aug-02,,2018
Jun 24-25,All-Japan Event Championships,EF,14.400*,,,,,Hanawa Soyoka,Japan,27-Aug-02,,2018
Jun 24-25,All-Japan Event Championships,QF,13.850*,,12.7,,,Hanawa Soyoka,Japan,27-Aug-02,,2018
May 20-21,NHK Trophy,AA,14.45,11.65,13.45,11.25,50.8,Hanawa Soyoka,Japan,27-Aug-02,,2018
Apr 7-9,All-Japan Championships,AA,14.55,12.55,13.35,11.9,52.35,Hanawa Soyoka,Japan,27-Aug-02,,2018
Apr 7-9,All-Japan Championships,QF,14.4,12.25,12.2,11.5,50.35,Hanawa Soyoka,Japan,27-Aug-02,,2018
Mar 10-12,International Gymnix,EF,13.475*,,12.525,12.925,,Hanawa Soyoka,Japan,27-Aug-02,,2018
Mar 10-12,International Gymnix,AA,13.7,12.467,13.934,12.967,53.068,Hanawa Soyoka,Japan,27-Aug-02,,2018
Nov 11-13,All-Japan Team Championships,AA,14.5,13.1,12.45,13.1,53.15,Hanawa Soyoka,Japan,27-Aug-02,,2017
Jun 4-5,All-Japan Event Championships,EF,13.875*,,13.1,,,Hanawa Soyoka,Japan,27-Aug-02,,2017
Jun 4-5,All-Japan Event Championships,QF,13.925*,,13.45,,,Hanawa Soyoka,Japan,27-Aug-02,,2017
Apr 8-10,Pacific Rim Championships,EF,,,12.675,,,Hanawa Soyoka,Japan,27-Aug-02,,2017
Apr 8-10,Pacific Rim Championships,AA,14.15,12.4,13.25,13.3,53.1,Hanawa Soyoka,Japan,27-Aug-02,,2017
Apr 1-3,All-Japan Championships,QF,13.55,12.25,13.2,12.5,51.5,Hanawa Soyoka,Japan,27-Aug-02,,2017
Mar 3-6,International Gymnix,EF,13.800*,,13.75,,,Hanawa Soyoka,Japan,27-Aug-02,,2017
Mar 3-6,International Gymnix,AA,14.225,12.25,14.175,13.35,54,Hanawa Soyoka,Japan,27-Aug-02,,2017
Nov 1-2,All-Japan Team Championships,TF,13.5,,11.35,12.45,,Hanawa Soyoka,Japan,27-Aug-02,,2016
Nov 1-2,All-Japan Team Championships,QF,13.5,11.7,11.5,12.65,49.35,Hanawa Soyoka,Japan,27-Aug-02,,2016
Dec 10-11,All-Japan Team Championships,AA,,,,13.266,,Hatakeda Chiaki,Japan,14-Jul-04,,2023
27-Nov,Swiss Cup,QF,13.225*,,,12.5,,Hatakeda Chiaki,Japan,14-Jul-04,,2023
23-Nov,Arthur Gander Memorial,AA,13.15,,11.6,12.5,,Hatakeda Chiaki,Japan,14-Jul-04,,2023
May 14-15,NHK Trophy,AA,13.1,13.133,13.7,13.2,53.133,Hatakeda Chiaki,Japan,14-Jul-04,,2023
Apr 21-24,All-Japan Championships,AA,13.166,13.233,11.266,13.1,50.765,Hatakeda Chiaki,Japan,14-Jul-04,,2023
Apr 21-24,All-Japan Championships,QF,13.133,12.3,13.2,13.233,51.866,Hatakeda Chiaki,Japan,14-Jul-04,,2023
Sep 23-26,All-Japan Senior Championships,AA,13.233,12.866,12.866,13.566,52.531,Hatakeda Chiaki,Japan,14-Jul-04,,2022
Jun 5-6,All-Japan Event Championships,EF,13.949*,,,13.566,,Hatakeda Chiaki,Japan,14-Jul-04,,2022
Jun 5-6,All-Japan Event Championships,QF,13.599*,,11.266,13.3,,Hatakeda Chiaki,Japan,14-Jul-04,,2022
May 15-16,NHK Trophy,AA,14.566,12.833,12,13.3,52.699,Hatakeda Chiaki,Japan,14-Jul-04,,2022
Apr 15-18,All-Japan Championships,AA,14.266,12.166,13.666,13.266,53.364,Hatakeda Chiaki,Japan,14-Jul-04,,2022
Apr 15-18,All-Japan Championships,QF,14.433,12.566,13.133,13.433,53.565,Hatakeda Chiaki,Japan,14-Jul-04,,2022
Dec 10-13,All-Japan Championships,AA,14.6,11.866,11.066,13.2,50.732,Hatakeda Chiaki,Japan,14-Jul-04,,2021
Dec 10-13,All-Japan Championships,QF,14.566,13,13.9,13.066,54.532,Hatakeda Chiaki,Japan,14-Jul-04,,2021
8-Nov,Friendship & Solidarity Meet,AA,14.2,12.8,13.8,13,53.8,Hatakeda Chiaki,Japan,14-Jul-04,,2021
Sep 20-22,All-Japan Senior Championships,AA,13.4,11.766,12.033,13.3,50.499,Hatakeda Chiaki,Japan,14-Jul-04,,2021
Dec 14-15,Toyota International,EF,14.033*,,13.5,,,Hatakeda Chiaki,Japan,14-Jul-04,,2020
Aug 12-17,All-Japan Junior Championships,AA,14.033,13.5,12.133,13.033,52.699,Hatakeda Chiaki,Japan,14-Jul-04,,2020
Jun 24-30,Junior World Championships,AA,13.633,11.333,12.8,12.333,50.099,Hatakeda Chiaki,Japan,14-Jul-04,,2020
May 18-19,NHK Trophy,AA,14,13.366,13.166,13.2,53.732,Hatakeda Chiaki,Japan,14-Jul-04,,2020
Apr 26-28,All-Japan Championships,AA,14,12.466,13.133,13.433,53.032,Hatakeda Chiaki,Japan,14-Jul-04,,2020
Apr 26-28,All-Japan Championships,QF,14.033,12.933,12.966,13.733,53.665,Hatakeda Chiaki,Japan,14-Jul-04,,2020
Mar 2-3,City of Jesolo Trophy,EF,13.550*,,13.35,12.45,,Hatakeda Chiaki,Japan,14-Jul-04,,2020
Mar 2-3,City of Jesolo Trophy,AA,13.833,12.167,12.733,12.9,51.633,Hatakeda Chiaki,Japan,14-Jul-04,,2020
Nov 24-25,All-Japan Team Championships,AA,13.266,11.166,13.5,11.1,49.032,Hatakeda Chiaki,Japan,14-Jul-04,,2019
Jul 20-21,Africa Safari International,EF,13.325*,12.45,12.875,12.625,,Hatakeda Chiaki,Japan,14-Jul-04,,2019
Jul 20-21,Africa Safari International,AA,13.45,12.65,13.05,12.95,52.1,Hatakeda Chiaki,Japan,14-Jul-04,,2019
Jun 30-Jul 1,All-Japan Event Championships,EF,12.866*,,,13.366,,Hatakeda Chiaki,Japan,14-Jul-04,,2019
Jun 30-Jul 1,All-Japan Event Championships,QF,13.483*,,12.133,13.4,,Hatakeda Chiaki,Japan,14-Jul-04,,2019
May 19-20,NHK Trophy,AA,13.166,12.233,12.1,13.666,51.165,Hatakeda Chiaki,Japan,14-Jul-04,,2019
Apr 27-29,All-Japan Championships,AA,13.3,12.333,11.766,13.5,50.899,Hatakeda Chiaki,Japan,14-Jul-04,,2019
Apr 27-29,All-Japan Championships,QF,13.433,11.233,12.733,13.666,51.065,Hatakeda Chiaki,Japan,14-Jul-04,,2019
Mar 9-11,International Gymnix,EF,13.775*,,13,13.35,,Hatakeda Chiaki,Japan,14-Jul-04,,2019
Mar 9-11,International Gymnix,AA,13.667,11.734,12.934,13.834,52.169,Hatakeda Chiaki,Japan,14-Jul-04,,2019
Nov 25-26,All-Japan Team-Championships,AA,,,12.4,12.9,,Hatakeda Chiaki,Japan,14-Jul-04,,2018
Sep 16-17,Junior Japan International,EF,,,,13.533,,Hatakeda Chiaki,Japan,14-Jul-04,,2018
Sep 16-17,Junior Japan International,AA,13.2,11.9,10.95,13.05,49.1,Hatakeda Chiaki,Japan,14-Jul-04,,2018
Jun 24-25,All-Japan Event Championships,QF,,,10.3,12.2,,Hatakeda Chiaki,Japan,14-Jul-04,,2018
May 16-21,Asian Junior Championships,EF,,12,13.375,12.5,,Hatakeda Chiaki,Japan,14-Jul-04,,2018
May 16-21,Asian Junior Championships,AA,13.65,12.05,12.75,13.45,51.9,Hatakeda Chiaki,Japan,14-Jul-04,,2018
Apr 7-9,All-Japan Championships,QF,13.5,10.7,13.4,11.7,49.3,Hatakeda Chiaki,Japan,14-Jul-04,,2018
Nov 11-13,All-Japan Team Championships,TF,,,13.7,13.3,,Hatakeda Chiaki,Japan,14-Jul-04,,2017
Nov 11-13,All-Japan Team Championships,QF,13.8,12.5,12.25,13.05,51.6,Hatakeda Chiaki,Japan,14-Jul-04,,2017
Oct 18-24,World Championships,EF,,,,12.133,,Hiraiwa Yuna,Japan,21-Nov-98,,2022
Oct 18-24,World Championships,QF,,,,13.4,,Hiraiwa Yuna,Japan,21-Nov-98,,2022
Jul 23-Aug 8,Olympic Games,TF,13.9,,13.566,,,Hiraiwa Yuna,Japan,21-Nov-98,,2022
Jul 23-Aug 8,Olympic Games,QF,13.733,11.7,13.533,12.666,51.632,Hiraiwa Yuna,Japan,21-Nov-98,,2022
Jun 5-6,All-Japan Event Championships,EF,,,12.766,,,Hiraiwa Yuna,Japan,21-Nov-98,,2022
Jun 5-6,All-Japan Event Championships,QF,,12,13.366,13.333,,Hiraiwa Yuna,Japan,21-Nov-98,,2022
May 15-16,NHK Trophy,AA,14.3,13.4,13.433,13.466,54.599,Hiraiwa Yuna,Japan,21-Nov-98,,2022
Apr 15-18,All-Japan Championships,AA,14.1,13.466,13.6,13.333,54.499,Hiraiwa Yuna,Japan,21-Nov-98,,2022
Apr 15-18,All-Japan Championships,QF,14.333,13.4,13.266,13.133,54.132,Hiraiwa Yuna,Japan,21-Nov-98,,2022
Dec 10-13,All-Japan Championships,AA,14.3,13.266,13.366,13.466,54.398,Hiraiwa Yuna,Japan,21-Nov-98,,2021
Dec 10-13,All-Japan Championships,QF,14.3,10.833,13.333,13.466,51.932,Hiraiwa Yuna,Japan,21-Nov-98,,2021
Sep 20-22,All-Japan Senior Championships,AA,14.6,12.466,14.033,13.533,54.632,Hiraiwa Yuna,Japan,21-Nov-98,,2021
Jun 21-23,All-Japan Event Championships,EF,,,,13,,Hiraiwa Yuna,Japan,21-Nov-98,,2020
Jun 21-23,All-Japan Event Championships,QF,,,11.466,13.4,,Hiraiwa Yuna,Japan,21-Nov-98,,2020
Nov 24-25,All-Japan Team Championships,AA,13.633,,14.466,13.333,,Hiraiwa Yuna,Japan,21-Nov-98,,2019
Jun 30-Jul 1,All-Japan Event Championships,EF,,,13.066,,,Hiraiwa Yuna,Japan,21-Nov-98,,2019
Jun 30-Jul 1,All-Japan Event Championships,QF,,,12.933,12.433,,Hiraiwa Yuna,Japan,21-Nov-98,,2019
Apr 27-29,All-Japan Championships,QF,13.433,10.266,10.866,12.566,47.131,Hiraiwa Yuna,Japan,21-Nov-98,,2019
Nov 25-26,All-Japan Team Championships,AA,13.7,,13,11.95,,Hiraiwa Yuna,Japan,21-Nov-98,,2018
Aug 8-10,All-Japan Student Championships,EF,13.7,,14,13.85,,Hiraiwa Yuna,Japan,21-Nov-98,,2018
Aug 8-10,All-Japan Student Championships,AA,13.85,11.15,14.2,13.8,53,Hiraiwa Yuna,Japan,21-Nov-98,,2018
Jun 24-25,All-Japan Event Championships,QF,,,10.6,,,Hiraiwa Yuna,Japan,21-Nov-98,,2018
Apr 27-29,All-Japan Championships,QF,13.7,11.15,12.75,11.7,49.3,Hiraiwa Yuna,Japan,21-Nov-98,,2018
Jun 4-5,All-Japan Event Championships,EF,,,13.55,,,Hiraiwa Yuna,Japan,21-Nov-98,,2017
Jun 4-5,All-Japan Event Championships,QF,,,13.5,13.15,,Hiraiwa Yuna,Japan,21-Nov-98,,2017
Mar 3-6,International Gymnix,EF,,,13.325,11,,Hiraiwa Yuna,Japan,21-Nov-98,,2017
Mar 3-6,International Gymnix,AA,14.05,12.675,12.875,12.375,51.975,Hiraiwa Yuna,Japan,21-Nov-98,,2017
13-Feb,WOGA Classic,AA,13.75,,13.75,12.9,,Hiraiwa Yuna,Japan,21-Nov-98,,2017
17-May,NHK Trophy,AA,14.25,12.65,12.3,13.85,53.05,Hiraiwa Yuna,Japan,21-Nov-98,,2016
Apr 24-26,All-Japan Championships,AA,13.65,9.35,13,11.75,47.75,Hiraiwa Yuna,Japan,21-Nov-98,,2016
Apr 24-26,All-Japan Championships,QF,14.1,12.2,14.05,13.55,53.9,Hiraiwa Yuna,Japan,21-Nov-98,,2016
Jul 5-6,All-Japan Event Championships,EF,,,13.95,,,Hiraiwa Yuna,Japan,21-Nov-98,,2015
Jul 5-6,All-Japan Event Championships,QF,,11.15,14.05,,,Hiraiwa Yuna,Japan,21-Nov-98,,2015
Jun 7-8,NHK Trophy,AA,13.9,12.7,10.8,13.2,50.6,Hiraiwa Yuna,Japan,21-Nov-98,,2015
May 9-11,All-Japan Championships,AA,14.15,13.1,14.5,13.2,54.95,Hiraiwa Yuna,Japan,21-Nov-98,,2015
May 9-11,All-Japan Championships,QF,14,13,12.85,13,52.85,Hiraiwa Yuna,Japan,21-Nov-98,,2015
Mar 7-10,International Gymnix,EF,,,12.833,12.8,,Hiraiwa Yuna,Japan,21-Nov-98,,2014
Mar 7-10,International Gymnix,AA,14.133,8.066,13.966,12.633,48.798,Hiraiwa Yuna,Japan,21-Nov-98,,2014
Jun 18-19,All-Japan Event Championships,EF,,12.466,,,,Kajita Nagi,Japan,15-Oct-00,,2023
Jun 18-19,All-Japan Event Championships,QF,,12.7,,12,,Kajita Nagi,Japan,15-Oct-00,,2023
Apr 15-18,All-Japan Championships,QF,,9.333,11.733,12.4,,Kajita Nagi,Japan,15-Oct-00,,2022
Dec 10-13,All-Japan Championships,QF,13.5,12.2,11.666,12.566,49.932,Kajita Nagi,Japan,15-Oct-00,,2021
Oct 19-23,All-Japan Student Championships,AA,11.966,10.333,12,10.966,45.265,Kajita Nagi,Japan,15-Oct-00,,2021
Dec 14-15,Toyota International,EF,,,,13.066,,Kajita Nagi,Japan,15-Oct-00,,2020
Nov 9-10,All-Japan Team Championships,AA,13.533,13.5,11.566,12.9,51.499,Kajita Nagi,Japan,15-Oct-00,,2020
Oct 4-13,World Championships,QF,,13.533,11.9,13.166,,Kajita Nagi,Japan,15-Oct-00,,2020
Aug 20-22,All-Japan Student Championships,EF,,11.1,12.033,13.066,,Kajita Nagi,Japan,15-Oct-00,,2020
Aug 20-22,All-Japan Student Championships,AA,13.433,13.9,13.533,13.366,54.232,Kajita Nagi,Japan,15-Oct-00,,2020
Jun 21-23,All-Japan Event Championships,EF,,12.533,,13.1,,Kajita Nagi,Japan,15-Oct-00,,2020
Jun 21-23,All-Japan Event Championships,QF,,13.533,,12.933,,Kajita Nagi,Japan,15-Oct-00,,2020
May 18-19,NHK Trophy,AA,13.4,13.7,12.666,12.866,52.632,Kajita Nagi,Japan,15-Oct-00,,2020
Apr 26-28,All-Japan Championships,AA,13.5,12.166,11.533,13.033,50.232,Kajita Nagi,Japan,15-Oct-00,,2020
Apr 26-28,All-Japan Championships,QF,13.366,13.466,12.9,12.866,52.598,Kajita Nagi,Japan,15-Oct-00,,2020
23-Mar,Birmingham World Cup,AA,13.033,11.766,11.366,12.833,48.998,Kajita Nagi,Japan,15-Oct-00,,2020
9-Feb,WOGA Classic,AA,12.75,12.9,11.8,12.6,50.05,Kajita Nagi,Japan,15-Oct-00,,2020
Dec 8-9,Toyota International,EF,,13.133,12.166,,,Kajita Nagi,Japan,15-Oct-00,,2019
Nov 22-25,Cottbus World Cup,QF,,12.1,,12.7,,Kajita Nagi,Japan,15-Oct-00,,2019
Oct 25-Nov 3,World Championships,QF,13.333,13.55,11.866,12.4,51.149,Kajita Nagi,Japan,15-Oct-00,,2019
Jul 7-8,Heerenveen Friendly,EF,,11.9,12.4,12.95,,Kajita Nagi,Japan,15-Oct-00,,2019
Jul 7-8,Heerenveen Friendly,AA,13.7,12.9,12.9,13,52.5,Kajita Nagi,Japan,15-Oct-00,,2019
Jun 30-Jul 1,All-Japan Event Championships,EF,,13.233,12.066,13.4,,Kajita Nagi,Japan,15-Oct-00,,2019
Jun 30-Jul 1,All-Japan Event Championships,QF,,13.566,12.9,13.266,,Kajita Nagi,Japan,15-Oct-00,,2019
May 19-20,NHK Trophy,AA,14.1,13.333,11.466,13.1,51.999,Kajita Nagi,Japan,15-Oct-00,,2019
Apr 27-29,All-Japan Championships,AA,14.033,13.366,12.5,12.266,52.165,Kajita Nagi,Japan,15-Oct-00,,2019
Apr 27-29,All-Japan Championships,QF,14.1,12.133,12.533,13.266,52.032,Kajita Nagi,Japan,15-Oct-00,,2019
Mar 21-24,Doha World Cup,EF,,12.866,13.066,12.666,,Kajita Nagi,Japan,15-Oct-00,,2019
Mar 21-24,Doha World Cup,QF,,13.3,12.9,13.433,,Kajita Nagi,Japan,15-Oct-00,,2019
Mar 17-18,Stuttgart World Cup,AA,13.4,12.7,11.2,13.1,50.4,Kajita Nagi,Japan,15-Oct-00,,2019
Feb 16-18,WOGA Classic,AA,13.5,13.55,11.55,13.1,51.7,Kajita Nagi,Japan,15-Oct-00,,2019
Nov 25-26,All-Japan Team Championships,AA,13.4,13.25,13.2,13.25,53.1,Kajita Nagi,Japan,15-Oct-00,,2018
Jun 24-25,All-Japan Event Championships,EF,,13.1,,13.35,,Kajita Nagi,Japan,15-Oct-00,,2018
Jun 24-25,All-Japan Event Championships,QF,,13.2,12.95,13.3,,Kajita Nagi,Japan,15-Oct-00,,2018
May 20-21,NHK Trophy,AA,14.55,12.7,13.5,13.1,53.85,Kajita Nagi,Japan,15-Oct-00,,2018
Apr 7-9,All-Japan Championships,AA,14.2,12.95,13.3,13.35,53.8,Kajita Nagi,Japan,15-Oct-00,,2018
Apr 7-9,All-Japan Championships,QF,14.35,12.75,13,13,53.1,Kajita Nagi,Japan,15-Oct-00,,2018
Feb 17-19,WOGA Classic,AA,14.15,12.35,12.75,13.4,52.65,Kajita Nagi,Japan,15-Oct-00,,2018
4-May,NHK Trophy,AA,14.7,13.1,12.75,13.5,54.05,Kajita Nagi,Japan,15-Oct-00,,2017
Apr 8-10,Pacific Rim Championships,EF,,12.7,13.7,13.95,,Kajita Nagi,Japan,15-Oct-00,,2017
Apr 8-10,Pacific Rim Championships,AA,14.25,13.65,13.4,13.9,55.2,Kajita Nagi,Japan,15-Oct-00,,2017
Apr 1-3,All-Japan Championships,AA,14.5,12.95,12.1,13,52.55,Kajita Nagi,Japan,15-Oct-00,,2017
Apr 1-3,All-Japan Championships,QF,13.7,13.25,11.7,13.2,51.85,Kajita Nagi,Japan,15-Oct-00,,2017
Mar 3-6,International Gymnix,EF,,13.75,13.875,13.5,,Kajita Nagi,Japan,15-Oct-00,,2017
Mar 3-6,International Gymnix,AA,14.6,13.775,11.725,13.7,53.8,Kajita Nagi,Japan,15-Oct-00,,2017
13-Feb,WOGA Classic,AA,14.3,14.45,14.1,12.8,55.65,Kajita Nagi,Japan,15-Oct-00,,2017
Sep 22-23,Junior Japan International,EF,,13.666,,,,Kajita Nagi,Japan,15-Oct-00,,2016
Sep 22-23,Junior Japan International,AA,13.8,13.9,13,12.65,53.35,Kajita Nagi,Japan,15-Oct-00,,2016
Jun 20-21,All-Japan Event Championships,EF,,13.25,,,,Kajita Nagi,Japan,15-Oct-00,,2016
Jun 20-21,All-Japan Event Championships,QF,,13.25,12.45,12.4,,Kajita Nagi,Japan,15-Oct-00,,2016
Apr 24-26,All-Japan Championships,QF,13.4,9.55,12.6,13.5,49.05,Kajita Nagi,Japan,15-Oct-00,,2016
Feb 13-15,WOGA Classic,AA,13.85,14.3,13.75,13.85,55.75,Kajita Nagi,Japan,15-Oct-00,,2016
Jul 5-6,All-Japan Event Championships,EF,,,,12.95,,Kajita Nagi,Japan,15-Oct-00,,2015
Jul 5-6,All-Japan Event Championships,QF,,12.6,11.8,13.05,,Kajita Nagi,Japan,15-Oct-00,,2015
8-Feb,WOGA Classic,AA,13.7,12.1,12.55,13.5,51.85,Kajita Nagi,Japan,15-Oct-00,,2015
Jun 29-30,All-Japan Event Championships,QF,,,9.3,11.9,,Kajita Nagi,Japan,15-Oct-00,,2014
Dec 11-12,All-Japan Team Championships,AA,14.433,13.4,13.5,12.366,53.699,Kasahara Arisa,Japan,12-Sep-04,,2022
Jun 5-6,All-Japan Event Championships,EF,,,11.6,12.333,,Kasahara Arisa,Japan,12-Sep-04,,2022
Jun 5-6,All-Japan Event Championships,QF,,12.166,13.066,12.633,,Kasahara Arisa,Japan,12-Sep-04,,2022
Apr 15-18,All-Japan Championships,QF,13,12.033,12.466,12.266,49.765,Kasahara Arisa,Japan,12-Sep-04,,2022
Dec 10-13,All-Japan Championships,QF,14.6,12.433,11.433,12.566,51.032,Kasahara Arisa,Japan,12-Sep-04,,2021
Sep 20-22,All-Japan Senior Championships,AA,13.433,13.633,13.033,12.566,52.665,Kasahara Arisa,Japan,12-Sep-04,,2021
Nov 9-10,All-Japan Team Championships,AA,13.3,12.466,12.166,,,Kasahara Arisa,Japan,12-Sep-04,,2020
Aug 12-17,All-Japan Junior Championships,AA,13.333,12.133,12.933,12.8,51.199,Kasahara Arisa,Japan,12-Sep-04,,2020
Jun 21-23,All-Japan Event Championships,QF,,,12.7,,,Kasahara Arisa,Japan,12-Sep-04,,2020
Apr 26-28,All-Japan Championships,QF,13.3,12.2,13.133,10.9,49.533,Kasahara Arisa,Japan,12-Sep-04,,2020
Nov 24-25,All-Japan Team Championships,AA,,11.3,11.9,,,Kasahara Arisa,Japan,12-Sep-04,,2019
Dec 10-13,All-Japan Championships,QF,13.6,12.266,12.966,11.8,50.632,Kawasaki Marina,Japan,1-Nov-99,,2021
Oct 19-23,All-Japan Student Championships,AA,13.566,12.1,11.366,12.866,49.898,Kawasaki Marina,Japan,1-Nov-99,,2021
1-Dec,Japanese International Trials,AA,13.5,13.4,12.766,12.7,52.366,Kawasaki Marina,Japan,1-Nov-99,,2020
Nov 9-10,All-Japan Team Championships,AA,12.966,12.233,11.466,12.2,48.865,Kawasaki Marina,Japan,1-Nov-99,,2020
Aug 20-22,All-Japan Student Championships,AA,13.466,12.333,11.266,11.533,48.598,Kawasaki Marina,Japan,1-Nov-99,,2020
Jun 21-23,All-Japan Event Championships,EF,,11.733,,,,Kawasaki Marina,Japan,1-Nov-99,,2020
Jun 21-23,All-Japan Event Championships,QF,,12.933,,,,Kawasaki Marina,Japan,1-Nov-99,,2020
Apr 26-28,All-Japan Championships,QF,13.666,11.066,12.6,12.433,49.765,Kawasaki Marina,Japan,1-Nov-99,,2020
Nov 24-25,All-Japan Team Championships,AA,13.566,12,11,12.133,48.699,Kawasaki Marina,Japan,1-Nov-99,,2019
Jun 30-Jul 1,All-Japan Event Championships,EF,,12.366,,,,Kawasaki Marina,Japan,1-Nov-99,,2019
Jun 30-Jul 1,All-Japan Event Championships,QF,,13.333,,,,Kawasaki Marina,Japan,1-Nov-99,,2019
May 19-20,NHK Trophy,AA,13.2,13.5,11.8,12.266,50.766,Kawasaki Marina,Japan,1-Nov-99,,2019
Apr 27-29,All-Japan Championships,AA,13.2,12.2,12.1,11.966,49.466,Kawasaki Marina,Japan,1-Nov-99,,2019
Apr 27-29,All-Japan Championships,QF,13.333,12.8,11.1,12.2,49.433,Kawasaki Marina,Japan,1-Nov-99,,2019
Jun 24-25,All-Japan Event Championships,EF,,12.25,,,,Kawasaki Marina,Japan,1-Nov-99,,2018
Jun 24-25,All-Japan Event Championships,QF,,13.6,,,,Kawasaki Marina,Japan,1-Nov-99,,2018
May 18-21,Asian Championships,EF,,11.7,,,,Kawasaki Marina,Japan,1-Nov-99,,2018
May 18-21,Asian Championships,AA,,13.15,,,,Kawasaki Marina,Japan,1-Nov-99,,2018
Mar 10-12,International Gymnix,EF,,,,11.2,,Kawasaki Marina,Japan,1-Nov-99,,2018
Mar 10-12,International Gymnix,AA,13.734,11.434,12.867,12.367,50.402,Kawasaki Marina,Japan,1-Nov-99,,2018
Jun 4-5,All-Japan Event Championships,EF,,13.9,,,,Kawasaki Marina,Japan,1-Nov-99,,2017
Jun 4-5,All-Japan Event Championships,QF,,13.85,13.4,,,Kawasaki Marina,Japan,1-Nov-99,,2017
